Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
134;21100887628;"Journal of Siberian Federal University - Humanities and Social Sciences";journal;"23136014, 19971370";0,253;Q2;12;139;473;3920;218;473;0,42;28,20;63,96;0;50;Russian Federation;Eastern Europe;"Siberian Federal University";"2018-2025";"Anthropology (Q2)";"Social Sciences"
135;21100900514;"Obrazovanie i Nauka";journal;"19945639, 23105828";0,253;Q3;16;70;219;2990;261;219;1,29;42,71;63,45;0;48;Russian Federation;Eastern Europe;"Russian State Vocational Pedagogical University";"2018-2025";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Developmental and Educational Psychology (Q4)";"Health Professions; Psychology; Social Sciences"
136;21100434068;"Problems of Atomic Science and Technology, Series Thermonuclear Fusion";journal;"02023822";0,252;Q3;10;11;125;224;56;124;0,40;20,36;30,95;0;3;Russian Federation;Eastern Europe;"National Research Center Kurchatov Institute";"2015-2024";"Condensed Matter Physics (Q3); Nuclear and High Energy Physics (Q3); Nuclear Energy and Engineering (Q3)";"Energy; Physics and Astronomy"
137;21100927989;"Oriental Studies";journal;"26191008, 26190990";0,251;Q1;7;100;311;3199;75;311;0,23;31,99;54,72;0;18;Russian Federation;Eastern Europe;"Kalmyk Scientific Centre of Russian Academy of Sciences";"2013-2024";"History (Q1); Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
138;21100824452;"Fundamental and Applied Hydrophysics";journal;"20736673, 27825221";0,250;Q3;10;45;126;1310;78;124;0,64;29,11;42,39;0;7;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2017-2024";"Condensed Matter Physics (Q3); Geophysics (Q3); Water Science and Technology (Q3); Oceanography (Q4)";"Earth and Planetary Sciences; Environmental Science; Physics and Astronomy"
139;35423;"Russian Meteorology and Hydrology";journal;"10683739, 19348096";0,249;Q3;25;109;318;2814;226;318;0,66;25,82;42,81;0;22;Russian Federation;Eastern Europe;"";"1993-2024";"Fluid Flow and Transfer Processes (Q3); Water Science and Technology (Q3); Atmospheric Science (Q4)";"Chemical Engineering; Earth and Planetary Sciences; Environmental Science"
140;22563;"Journal of Ichthyology";journal;"00329452, 15556425";0,248;Q3;23;133;303;6540;208;303;0,64;49,17;40,00;0;26;Russian Federation;Eastern Europe;"";"1976-1977, 1979-1984, 1987, 1990-1995, 2006-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Aquatic Science (Q3)";"Agricultural and Biological Sciences"
141;16400154782;"Contemporary Problems of Ecology";journal;"19954255, 19954263";0,247;Q3;25;90;232;3860;208;232;0,87;42,89;59,59;0;30;Russian Federation;Eastern Europe;"";"2008-2024";"Environmental Science (miscellaneous) (Q3)";"Environmental Science"
142;21101037149;"Training, Language and Culture";journal;"2521442X, 25202073";0,247;Q1;11;24;88;1058;70;87;0,76;44,08;65,00;0;5;Russian Federation;Eastern Europe;"RUDN University";"2017-2024";"Cultural Studies (Q1); Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
143;5700152785;"Voprosy Filosofii";journal;"00428744";0,247;Q1;10;230;677;3262;121;671;0,20;14,18;34,18;0;31;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2002-2025";"Cultural Studies (Q1); History and Philosophy of Science (Q2); Linguistics and Language (Q2); Philosophy (Q2)";"Arts and Humanities; Social Sciences"
144;13539;"Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Khimiya i Khimicheskaya Tekhnologiya";journal;"05792991, 25003070";0,246;Q3;12;175;532;4608;427;532;0,89;26,33;52,75;0;20;Russian Federation;Eastern Europe;"Ivanovo State University of Chemistry and Technology";"1980, 1982, 2017-2025";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
145;21100810885;"Problemy Analiza";journal;"23063432, 23063424";0,246;Q4;10;27;84;469;43;84;0,56;17,37;20,93;0;0;Russian Federation;Eastern Europe;"Petrozavodsk State University";"2016-2024";"Analysis (Q4); Applied Mathematics (Q4)";"Mathematics"
146;21100840355;"Radiatsionnaya Gygiena";journal;"1998426X, 24099082";0,246;Q3;11;45;145;857;89;145;0,49;19,04;50,82;0;14;Russian Federation;Eastern Europe;"Saint-Petersburg Research Institute of Radiation Hygiene after Professor P.V. Ramzaev";"2017-2024";"Radiology, Nuclear Medicine and Imaging (Q3)";"Medicine"
147;21100463174;"Ural-Altaic Studies";journal;"20791003";0,245;Q2;6;23;81;993;14;79;0,13;43,17;76,00;0;0;Russian Federation;Eastern Europe;"Institute of Linguistics RAS, Department of Ural-Altaic languages";"2015-2024";"Linguistics and Language (Q2)";"Social Sciences"
148;16806;"Applied Biochemistry and Microbiology";journal;"16083024, 00036838";0,244;Q3;55;132;357;5880;410;357;1,03;44,55;55,00;0;29;Russian Federation;Eastern Europe;"";"1970, 1972-1980, 1987, 1996-2025";"Applied Microbiology and Biotechnology (Q3); Biochemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
149;20300195027;"Macroheterocycles";journal;"19989539";0,243;Q4;22;26;137;1590;166;134;1,30;61,15;45,14;0;4;Russian Federation;Eastern Europe;"Ivanovo State University of Chemistry and Technology";"2008-2024";"Analytical Chemistry (Q4); Organic Chemistry (Q4)";"Chemistry"
150;29675;"Meditsina Truda I Promyshlennaya Ekologiya";journal;"26188945, 10269428";0,243;Q3;14;96;650;2463;216;619;0,39;25,66;63,83;0;50;Russian Federation;Eastern Europe;"Izmerov Research Institute of Occupational Medicine";"1965-2016, 2019-2025";"Industrial and Manufacturing Engineering (Q3); Public Health, Environmental and Occupational Health (Q3); Safety, Risk, Reliability and Quality (Q3); Chemical Health and Safety (Q4)";"Chemical Engineering; Engineering; Medicine"
151;21101000293;"Mekhatronika, Avtomatizatsiya, Upravlenie";journal;"16846427, 26191253";0,243;Q3;6;74;241;1516;97;241;0,43;20,49;27,08;0;7;Russian Federation;Eastern Europe;"New Technologies Publishing House";"2019-2025";"Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3); Artificial Intelligence (Q4); Computer Science Applications (Q4); Human-Computer Interaction (Q4); Software (Q4)";"Computer Science; Engineering"
152;21100369411;"Bulletin of the South Ural State University, Series: Mathematical Modelling, Programming and Computer Software";journal;"20710216, 23080256";0,242;Q4;15;39;142;954;70;142;0,39;24,46;40,63;0;1;Russian Federation;Eastern Europe;"South Ural State University";"2014-2024";"Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
153;21100864538;"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika";journal;"08696632, 25421905";0,242;Q3;12;50;132;1292;79;123;0,67;25,84;20,43;0;6;Russian Federation;Eastern Europe;"Saratov State University";"2005-2025";"Physics and Astronomy (miscellaneous) (Q3); Applied Mathematics (Q4); Statistical and Nonlinear Physics (Q4)";"Mathematics; Physics and Astronomy"
154;21100827932;"Rastitel'nost' Rossii";journal;"20730659";0,242;Q3;8;17;45;1221;30;45;0,83;71,82;50,00;0;7;Russian Federation;Eastern Europe;"Russian Academy of Sciences, V.L. Komarov Institute of Botany";"2017-2024";"Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
155;21100775930;"Vestnik Tomskogo Gosudarstvennogo Universiteta, Filologiya";journal;"19986645, 23105046";0,242;Q1;8;87;305;3406;62;305;0,18;39,15;71,29;0;10;Russian Federation;Eastern Europe;"Tomsk State University";"2015-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
156;21101039444;"Nanotechnologies in Construction";journal;"20758545";0,241;Q3;11;47;95;1231;97;93;1,26;26,19;53,49;0;13;Russian Federation;Eastern Europe;"Center for New Technologies Nanostroitel";"2019-2024";"Building and Construction (Q3); Engineering (miscellaneous) (Q3)";"Engineering"
157;21101075154;"Povolzhskii Ekologicheskii Zhurnal";journal;"25418963, 16847318";0,241;Q3;5;32;101;950;41;101;0,47;29,69;63,95;0;15;Russian Federation;Eastern Europe;"KMK Scientific Press Ltd.";"2019-2024";"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
158;21100228035;"Psychology in Russia: State of the Art";journal;"20746857";0,241;Q3;17;39;144;1884;158;144;1,26;48,31;66,35;0;11;Russian Federation;Eastern Europe;"Russian Psychological Society";"2012-2024";"Education (Q3); Psychology (miscellaneous) (Q3)";"Psychology; Social Sciences"
159;21101060308;"Vestnik MGIMO-Universiteta";journal;"25419099, 20718160";0,241;Q3;6;54;173;1738;60;173;0,38;32,19;40,00;0;23;Russian Federation;Eastern Europe;"MGIMO University";"2019-2024";"Sociology and Political Science (Q3)";"Social Sciences"
160;26985;"Kinetics and Catalysis";journal;"00231584, 16083210";0,240;Q3;42;83;270;3139;299;270;1,12;37,82;43,17;0;15;Russian Federation;Eastern Europe;"";"1968-1971, 1984-1992, 1996-2024";"Chemistry (miscellaneous) (Q3); Catalysis (Q4); Computer Science Applications (Q4); Modeling and Simulation (Q4)";"Chemical Engineering; Chemistry; Computer Science; Mathematics"
161;21100241760;"Markov Processes and Related Fields";journal;"10242953";0,239;Q4;11;27;70;736;20;65;0,27;27,26;20,00;0;2;Russian Federation;Eastern Europe;"Polymat";"2012-2024";"Applied Mathematics (Q4); Statistics and Probability (Q4)";"Mathematics"
162;20375;"Russian Journal of Nematology";journal;"08696918";0,239;Q3;25;6;41;318;40;39;1,11;53,00;40,00;0;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1996-2024";"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
163;21100801184;"Analitika i Kontrol";journal;"20731442, 20731450";0,238;Q4;9;23;114;766;64;114;0,55;33,30;52,78;0;1;Russian Federation;Eastern Europe;"Ural Federal University";"2016-2024";"Analytical Chemistry (Q4)";"Chemistry"
164;21101054413;"Filosofiya Nauki i Tehniki";journal;"26587297, 24139084";0,238;Q2;3;23;81;510;19;81;0,23;22,17;58,06;0;1;Russian Federation;Eastern Europe;"Institute of Philosophy, Russian Academy of Science";"2019-2024";"History and Philosophy of Science (Q2)";"Arts and Humanities"
165;21100821158;"HSE Economic Journal";journal;"18138691, 18138705";0,238;Q3;11;24;68;998;56;68;0,76;41,58;39,62;0;15;Russian Federation;Eastern Europe;"Publishing House of the Higher School of Economics";"2017-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3)";"Economics, Econometrics and Finance"
166;21100945721;"Journal of Globalization Studies";journal;"20758103";0,237;Q3;8;23;59;946;65;56;0,88;41,13;32,35;0;7;Russian Federation;Eastern Europe;"Uchitel Publishing House";"2019-2024";"Geography, Planning and Development (Q3); Political Science and International Relations (Q3); Global and Planetary Change (Q4)";"Environmental Science; Social Sciences"
167;14153;"Molecular Biology";journal;"16083245, 00268933";0,236;Q4;31;88;254;6577;225;254;0,76;74,74;57,34;0;34;Russian Federation;Eastern Europe;"";"1971-1976, 1979-1982, 1996-2024";"Biophysics (Q4); Structural Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
168;21100810709;"Biomedical Photonics";journal;"24139432";0,235;Q3;10;19;65;493;54;65;0,98;25,95;35,85;0;10;Russian Federation;Eastern Europe;"Russian Photodynamic Association";"2015-2024";"Dermatology (Q3); Surgery (Q3)";"Medicine"
169;21100781406;"Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika";journal;"02043327";0,235;Q3;9;57;171;1013;66;171;0,34;17,77;22,81;0;12;Russian Federation;Eastern Europe;"Obninsk Institute for Nuclear Power Engineering, National Research Nuclear University 'MEPhI'";"2015-2024";"Nuclear Energy and Engineering (Q3)";"Energy"
170;21100244604;"Scientific Visualization";journal;"20793537";0,235;Q4;13;46;170;1075;98;170;0,64;23,37;31,18;0;5;Russian Federation;Eastern Europe;"National Research Nuclear University "MEPhI"";"2013-2024";"Computer Vision and Pattern Recognition (Q4); Software (Q4)";"Computer Science"
171;21100944559;"Solar-Terrestrial Physics";journal;"25000535, 24124737";0,235;Q3;8;45;145;1496;97;145;1,02;33,24;37,00;0;0;Russian Federation;Eastern Europe;"Academic Publishing Center INFRA - M";"2019-2024";"Geophysics (Q3); Atmospheric Science (Q4); Space and Planetary Science (Q4)";"Earth and Planetary Sciences"
172;21100785520;"Zhournal Novoi Ekonomicheskoi Associacii /Journal of the New Economic Association";journal;"22212264";0,235;Q3;13;75;143;1891;91;143;0,64;25,21;43,81;0;39;Russian Federation;Eastern Europe;"New Economic Association";"2016-2024";"Economics and Econometrics (Q3); Finance (Q3)";"Economics, Econometrics and Finance"
173;19350;"Mikologiya I Fitopatologiya";journal;"00263648";0,234;Q3;16;45;127;1732;96;126;0,72;38,49;66,67;0;6;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1996-2024";"Ecology (Q3); Plant Science (Q3); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
174;21100902867;"Differencialnie Uravnenia i Protsesy Upravlenia";journal;"18172172";0,232;Q4;7;23;88;549;40;88;0,44;23,87;22,22;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Analysis (Q4); Applied Mathematics (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
175;21101046164;"Materialy po Arkheologii i Istorii Antichnogo i Srednevekovogo Prichernomor'ya";journal;"27132021";0,232;Q1;6;32;92;1802;39;92;0,49;56,31;11,36;0;1;Russian Federation;Eastern Europe;"Cimmeria Publishing";"2019-2024";"History (Q1); Archeology (arts and humanities) (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
176;21100469656;"Radiation and Risk";journal;"2412950X, 01313878";0,231;Q3;10;52;137;1075;76;136;0,53;20,67;55,22;0;27;Russian Federation;Eastern Europe;"National Medical Research Radiological Centre of the Ministry of Health of the Russian Federation";"2016-2024";"Radiation (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Nuclear and High Energy Physics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Physics and Astronomy"
177;21100841705;"Ecology and Industry of Russia";journal;"24136042, 18160395";0,229;Q3;15;137;418;2785;189;418;0,49;20,33;56,08;1;74;Russian Federation;Eastern Europe;"Izdatel'stvo Kalvis";"2016-2025";"Ecology (Q3); Management, Monitoring, Policy and Law (Q3); Pollution (Q3)";"Environmental Science"
178;21100863623;"Health Risk Analysis";journal;"23081163, 25422308";0,229;Q4;12;80;249;2278;180;249;0,76;28,48;64,16;0;44;Russian Federation;Eastern Europe;"Federal Scientific Center for Medical and Preventive Health Risk Management Technologies";"2018-2024";"Health Informatics (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
179;21100793172;"Informatika i ee Primeneniya";journal;"19922264, 23109912";0,229;Q4;10;56;194;773;79;194;0,49;13,80;31,08;0;2;Russian Federation;Eastern Europe;"Federal Research Center "Computer Science and Control" of Russian Academy of Sciences";"2015-2024";"Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Mathematics"
180;21100286375;"PNRPU Mechanics Bulletin";journal;"22249893, 22261869";0,229;Q3;18;58;188;2601;119;188;0,58;44,84;27,19;0;1;Russian Federation;Eastern Europe;"Perm National Research Polytechnic University";"2013-2024";"Computational Mechanics (Q3); Materials Science (miscellaneous) (Q3); Mechanics of Materials (Q3)";"Engineering; Materials Science"
181;21100466428;"Herald of the Bauman Moscow State Technical University, Series Natural Sciences";journal;"18123368";0,228;Q3;12;55;159;1244;62;159;0,39;22,62;23,08;0;5;Russian Federation;Eastern Europe;"Bauman University Publishing House";"2016-2024";"Chemistry (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Mathematics (miscellaneous) (Q4)";"Chemistry; Computer Science; Engineering; Mathematics; Physics and Astronomy"
182;13617;"Russian Journal of Marine Biology";journal;"16083377, 10630740";0,228;Q4;30;76;206;2988;135;206;0,57;39,32;50,63;0;12;Russian Federation;Eastern Europe;"";"1996-2024";"Aquatic Science (Q4); Oceanography (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences"
183;21100904782;"Studia Litterarum";journal;"25004247, 25418564";0,226;Q1;4;87;232;1515;32;232;0,13;17,41;73,47;0;3;Russian Federation;Eastern Europe;"Russian Academy of Sciences-A.M. Gorky Institute of World Literature";"2016-2024";"Literature and Literary Theory (Q1); Cultural Studies (Q2)";"Arts and Humanities; Social Sciences"
184;21101030394;"Business Informatics";journal;"25878158, 2587814X";0,225;Q3;13;24;74;798;89;74;0,98;33,25;39,66;0;9;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2017-2024";"Business and International Management (Q3); Economics and Econometrics (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Information Systems (Q4)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
185;21100455533;"Modern History of Russia";journal;"23097973, 22199659";0,225;Q1;7;84;182;1583;49;182;0,23;18,85;45,00;0;17;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2015-2024";"History (Q1)";"Arts and Humanities"
186;21101038803;"Nanosystems: Physics, Chemistry, Mathematics";journal;"22208054, 23057971";0,225;Q3;14;78;250;2698;267;250;1,15;34,59;31,87;0;6;Russian Federation;Eastern Europe;"ITMO University";"2019-2024";"Materials Science (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Condensed Matter Physics (Q4); Mathematics (miscellaneous) (Q4)";"Materials Science; Mathematics; Physics and Astronomy"
187;21101021488;"Perm University Herald - History";journal;"22193111";0,224;Q1;3;67;196;1408;22;196;0,07;21,01;38,10;0;12;Russian Federation;Eastern Europe;"Permskii Gosudarstvennyi Natsional'nyi Issledovatel'skii Universitet";"2019-2024";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2); Cultural Studies (Q2)";"Arts and Humanities; Social Sciences"
188;21100876251;"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia";journal;"25422278, 25419382";0,224;Q1;6;53;166;1315;31;166;0,19;24,81;50,72;0;6;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"Religious Studies (Q1); Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
189;21100899284;"Human Sport Medicine";journal;"25000209, 25000195";0,223;Q3;10;131;355;2231;172;355;0,48;17,03;55,05;0;18;Russian Federation;Eastern Europe;"South Ural State University - Institute of Sport, Tourism and Service";"2016-2024";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine"
190;21101089575;"Obrabotka Metallov";journal;"19946309, 2541819X";0,223;Q3;8;39;123;1003;80;123;0,73;25,72;27,13;0;9;Russian Federation;Eastern Europe;"Novosibirsk State Technical University";"2019-2024";"Mechanical Engineering (Q3); Metals and Alloys (Q3); Mechanics of Materials (Q4)";"Engineering; Materials Science"
191;21100822819;"Vavilovskii Zhurnal Genetiki i Selektsii";journal;"25000462, 25003259";0,223;Q3;17;82;338;3795;309;334;1,09;46,28;59,93;0;32;Russian Federation;Eastern Europe;"Institute of Cytology and Genetics of Siberian Branch of the Russian Academy of Sciences";"2017-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
192;21100901901;"Biological Communications";journal;"25875779, 25422154";0,222;Q3;13;29;83;1665;80;82;1,21;57,41;52,50;0;8;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
193;21100326272;"Russian Journal of Cardiology";journal;"15604071";0,222;Q4;31;195;730;4927;797;719;1,27;25,27;63,16;0;127;Russian Federation;Eastern Europe;"Russian Society of Cardiology";"2008-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
194;21101032633;"Social Psychology and Society";journal;"22211527, 23117052";0,222;Q3;9;54;159;2106;111;157;0,77;39,00;75,21;0;16;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2016-2024";"Social Sciences (miscellaneous) (Q3); Applied Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
195;21101045746;"Lithosphere (Russian Federation)";journal;"16819004, 2500302X";0,221;Q4;6;49;118;2159;58;117;0,45;44,06;46,53;0;4;Russian Federation;Eastern Europe;"AN Zavaritsky Institute of Geology and Geochemistry";"2019-2024";"Geochemistry and Petrology (Q4); Geology (Q4); Geophysics (Q4); Stratigraphy (Q4)";"Earth and Planetary Sciences"
196;21100793184;"Prikladnaya Diskretnaya Matematika";journal;"23112263, 20710410";0,221;Q4;7;34;107;576;28;106;0,25;16,94;32,43;0;0;Russian Federation;Eastern Europe;"Tomsk State University";"2016-2024";"Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Signal Processing (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
197;21100927202;"Kritika i Semiotika";journal;"23071737, 23071753";0,219;Q1;5;42;144;1201;19;144;0,12;28,60;64,00;0;3;Russian Federation;Eastern Europe;"Institute of Philology of the Siberian Branch of the Russian Academy of Sciences";"2019-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
198;21100924752;"Geology and Mineral Resources of Siberia";journal;"23119594, 20780575";0,218;Q4;6;49;137;623;30;137;0,16;12,71;42,50;0;3;Russian Federation;Eastern Europe;"Siberian Research Institute of Geology, Geophysics and Mineral Resources";"2019-2024";"Geochemistry and Petrology (Q4); Geology (Q4); Geophysics (Q4)";"Earth and Planetary Sciences"
199;21101018670;"Izvestiya of Saratov University. Mathematics. Mechanics. Informatics";journal;"18169791, 25419005";0,218;Q3;7;44;133;874;46;133;0,34;19,86;31,11;0;5;Russian Federation;Eastern Europe;"Saratov National Research State University";"2018-2024";"Computational Mechanics (Q3); Computer Science (miscellaneous) (Q3); Mechanical Engineering (Q3); Mathematics (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Computer Science; Engineering; Mathematics"
200;35102;"Psikhologicheskii Zhurnal";journal;"02059592";0,218;Q4;16;66;209;2035;103;208;0,49;30,83;55,56;0;4;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1984, 1996-2024";"Psychology (miscellaneous) (Q4)";"Psychology"
201;21101038741;"Finance: Theory and Practice";journal;"25877089, 25875671";0,217;Q3;12;98;189;2914;217;189;1,19;29,73;48,10;0;54;Russian Federation;Eastern Europe;"Financial University under The Government of Russian Federation";"2017-2024";"Business and International Management (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Finance (Q3); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
202;21100979309;"Izvestiya of Saratov University. Physics";journal;"2542193X, 18173020";0,217;Q3;7;29;96;1148;39;96;0,41;39,59;34,57;0;4;Russian Federation;Eastern Europe;"Saratov State University";"2005-2017, 2019-2024";"Engineering (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Biophysics (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science; Physics and Astronomy"
203;21100808900;"Voprosy Ginekologii, Akusherstva i Perinatologii";journal;"24149152, 17261678";0,217;Q3;15;121;339;3460;512;339;1,57;28,60;69,27;0;47;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2024";"Obstetrics and Gynecology (Q3); Pediatrics, Perinatology and Child Health (Q3)";"Medicine"
204;14552;"Doklady Biological Sciences";journal;"00124966, 16083105";0,216;Q3;21;62;155;1984;98;155;0,62;32,00;58,72;0;9;Russian Federation;Eastern Europe;"";"1972-1974, 1979-1990, 2000-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Immunology and Microbiology (miscellaneous)  (Q4); Medicine (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
205;21100247042;"Non-ferrous Metals";journal;"20720807";0,216;Q3;12;21;51;562;36;51;0,77;26,76;34,69;0;4;Russian Federation;Eastern Europe;"Ore and Metals Publishing house";"2013-2024";"Metals and Alloys (Q3); Ceramics and Composites (Q4)";"Materials Science"
206;21100942105;"Chelyabinsk Physical and Mathematical Journal";journal;"25000101, 26190117";0,215;Q3;7;37;139;781;53;138;0,43;21,11;28,57;0;2;Russian Federation;Eastern Europe;"Chelyabinsk State University";"2018-2024";"Physics and Astronomy (miscellaneous) (Q3); Mathematics (miscellaneous) (Q4)";"Mathematics; Physics and Astronomy"
207;23904;"Kardiologiya";journal;"24125660, 00229040";0,214;Q4;23;135;574;3566;546;573;0,99;26,41;50,77;1;39;Russian Federation;Eastern Europe;"Limited Liability Company KlinMed Consulting";"1961-2025";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
208;21101039251;"Rossiiskii Oftal'mologicheskii Zhurnal";journal;"25875760, 20720076";0,214;Q3;7;130;190;3148;82;189;0,41;24,22;61,04;0;19;Russian Federation;Eastern Europe;"Real Time Ltd.";"2019-2024";"Ophthalmology (Q3)";"Medicine"
209;19900192302;"Schole";journal;"19954336, 19954328";0,214;Q1;8;46;154;1316;30;154;0,21;28,61;25,58;0;2;Russian Federation;Eastern Europe;"Novosibirskij Gosudarstvennyj Universitet";"2011-2025";"Classics (Q1); Philosophy (Q2)";"Arts and Humanities"
210;21100927978;"Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia";journal;"19989938, 23128704";0,214;Q1;5;128;390;5170;88;388;0,23;40,39;40,96;0;23;Russian Federation;Eastern Europe;"Volgograd State University";"2019-2024";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
211;21100902603;"Informatsionno-Upravliaiushchie Sistemy";journal;"25418610, 16848853";0,213;Q4;11;36;143;887;91;143;0,64;24,64;20,99;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University of Aerospace Instrumentation";"2018-2024";"Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4); Software (Q4)";"Computer Science; Engineering; Mathematics"
212;26483;"Russian Journal of Bioorganic Chemistry";journal;"10681620, 1608330X";0,213;Q4;33;171;403;6701;398;383;1,05;39,19;49,08;0;59;Russian Federation;Eastern Europe;"";"1996-2024";"Biochemistry (Q4); Organic Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
213;21101038677;"Vestnik Moskovskogo Universiteta. Seriya 10. Zhurnalistika";journal;"03208079, 26583526";0,213;Q3;5;44;147;1283;48;146;0,34;29,16;67,69;0;5;Russian Federation;Eastern Europe;"MSU Publishing House";"2019-2024";"Communication (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
