Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
297;13606;"Biology Bulletin";journal;"16083059, 10623590";0,190;Q3;27;411;735;17367;430;734;0,50;42,26;51,09;0;98;Russian Federation;Eastern Europe;"";"1996-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
298;21101049074;"Gosudarstvo i Pravo";journal;"10269452";0,190;Q3;7;250;458;4889;108;455;0,24;19,56;41,15;0;97;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2011, 2016, 2020-2024";"Law (Q3)";"Social Sciences"
299;21101018670;"Izvestiya of Saratov University. Mathematics. Mechanics. Informatics";journal;"18169791, 25419005";0,190;Q4;7;40;138;765;55;138;0,49;19,13;25,32;0;1;Russian Federation;Eastern Europe;"Saratov National Research State University";"2018-2024";"Computational Mechanics (Q4); Computer Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)";"Computer Science; Engineering; Mathematics"
300;59007;"Materials Physics and Mechanics";journal;"16052730, 16058119";0,190;Q4;23;104;265;3241;209;265;0,86;31,16;23,22;0;7;Russian Federation;Eastern Europe;"Peter the Great St. Petersburg Polytechnic University";"2003-2004, 2009-2024";"Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)";"Engineering; Materials Science; Physics and Astronomy"
301;21100902662;"Project Baikal";journal;"23093072, 23074485";0,190;Q1;5;122;338;1207;54;292;0,21;9,89;44,19;0;36;Russian Federation;Eastern Europe;"Russian Academy of Architecture and Construction Sciences, Vostoksibacademcenter";"2018-2024";"Visual Arts and Performing Arts (Q1); Architecture (Q2); Urban Studies (Q3); Geography, Planning and Development (Q4)";"Arts and Humanities; Engineering; Social Sciences"
302;20906;"Zhurnal Mikrobiologii Epidemiologii i Immunobiologii";journal;"26867613, 03729311";0,190;Q4;15;67;190;2282;179;190;1,02;34,06;61,11;0;42;Russian Federation;Eastern Europe;"Central Research Institute for Epidemiology";"1945-1947, 1954-2016, 2019-2024";"Epidemiology (Q4); Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Medicine (miscellaneous) (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
303;21100831809;"Actual Problems of Theory and History of Art";journal;"23122129";0,189;Q1;5;68;218;2476;47;218;0,28;36,41;76,00;0;8;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2011-2024";"Visual Arts and Performing Arts (Q1); Conservation (Q2); History (Q2)";"Arts and Humanities"
304;21101061832;"Research Result. Theoretical and Applied Linguistics";journal;"23138912";0,189;Q1;5;34;106;1272;28;106;0,39;37,41;63,16;0;3;Russian Federation;Eastern Europe;"Belgorod State National Research University";"2019-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
305;21100203918;"Social Evolution and History";journal;"16814363";0,189;Q2;15;18;51;1311;27;46;0,57;72,83;21,74;0;6;Russian Federation;Eastern Europe;"Uchitel Publishing House";"2011-2024";"History (Q2); Anthropology (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
306;21100902659;"Zapiski Rossiiskogo Mineralogicheskogo Obshchestva";journal;"08696055";0,188;Q4;8;2;110;69;61;110;0,66;34,50;25,00;0;1;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2016-2023";"Economic Geology (Q4); Geochemistry and Petrology (Q4); Geology (Q4); Materials Chemistry (Q4)";"Earth and Planetary Sciences; Materials Science"
307;21101073950;"Annals of Critical Care";journal;"1818474X, 17269806";0,187;Q3;10;49;134;2423;127;128;1,03;49,45;39,07;0;15;Russian Federation;Eastern Europe;"Practical Medicine Publishing House LLC";"2018-2025";"Anesthesiology and Pain Medicine (Q3); Critical Care and Intensive Care Medicine (Q3); Emergency Medicine (Q3); Law (Q3)";"Medicine; Social Sciences"
308;21101012656;"Drug Development and Registration";journal;"26585049, 23052066";0,187;Q3;8;125;287;2518;204;279;0,80;20,14;63,51;0;28;Russian Federation;Eastern Europe;"";"2019-2024";"Pharmaceutical Science (Q3); Drug Discovery (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
309;21100943604;"Journal of Siberian Federal University: Chemistry";journal;"23136049, 19982836";0,185;Q4;7;58;149;1302;106;149;0,76;22,45;48,13;0;4;Russian Federation;Eastern Europe;"Siberian Federal University";"2019-2024";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Chemical Engineering; Chemistry"
310;21100415027;"Obshchaya Reanimatologiya";journal;"24117110, 18139779";0,185;Q3;12;43;138;1651;118;129;0,88;38,40;43,26;0;21;Russian Federation;Eastern Europe;"V.A. Negovsky Research Institute of General Reanimatology";"2015-2024";"Critical Care and Intensive Care Medicine (Q3)";"Medicine"
311;21101037294;"Religiovedenie";journal;"20728662, 27127575";0,185;Q1;3;62;172;1582;19;171;0,13;25,52;54,43;0;7;Russian Federation;Eastern Europe;"Amur State University";"2019-2024";"Religious Studies (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
312;21101083151;"Rossijskij Osteopaticeskij Zurnal";journal;"22200975";0,185;Q3;7;46;163;1091;53;147;0,32;23,72;56,98;0;6;Russian Federation;Eastern Europe;"Russian Osteopathic Association";"2019-2024";"Complementary and Alternative Medicine (Q3); Complementary and Manual Therapy (Q3); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine"
313;21101041843;"Novosti Sistematiki Vysshikh Rastenii";journal;"05685443, 26871564";0,184;Q4;4;14;44;286;13;43;0,24;20,43;35,71;0;1;Russian Federation;Eastern Europe;"Komarov Botanical Institute of the Russian Academy of Sciences";"2019-2023";"Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
314;21100790339;"Integration of Education";journal;"19919468, 23081058";0,183;Q2;12;38;116;1366;89;116;0,70;35,95;75,49;0;22;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2016-2024";"Cultural Studies (Q2); Linguistics and Language (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
315;21100204913;"Moscow University Biological Sciences Bulletin";journal;"1934791X, 00963925";0,183;Q3;16;49;114;1503;84;110;0,64;30,67;49,28;0;10;Russian Federation;Eastern Europe;"";"1980, 1988, 2009, 2011-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
316;21100325445;"Studia Slavica et Balcanica Petropolitana";journal;"1995848X";0,183;Q2;5;27;79;777;17;79;0,18;28,78;53,33;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2014-2024";"History (Q2)";"Arts and Humanities"
317;21100853599;"Vestnik of Saint Petersburg University. Earth Sciences";journal;"2587585X, 25419668";0,183;Q4;9;40;117;1490;72;117;0,51;37,25;48,28;0;16;Russian Federation;Eastern Europe;"St. Petersburg University Press";"2017-2024";"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Geology (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
318;21100783507;"Vestnik Transplantologii i Iskusstvennykh Organov";journal;"19951191, 24126160";0,183;Q3;10;67;229;1975;91;225;0,45;29,48;44,81;0;21;Russian Federation;Eastern Europe;"Russian Transplant Society";"2015-2024";"Transplantation (Q3); Immunology and Allergy (Q4)";"Medicine"
319;21101030394;"Business Informatics";journal;"25878158, 2587814X";0,182;Q4;13;24;73;897;73;73;1,17;37,38;33,33;0;8;Russian Federation;Eastern Europe;"National Research University, Higher School of Econoimics";"2017-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Information Systems (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance"
320;21100995058;"Condensed Matter and Interphases";journal;"26870711, 1606867X";0,182;Q4;7;62;172;1863;119;170;0,82;30,05;33,95;0;4;Russian Federation;Eastern Europe;"Voronezh State University";"2019-2024";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electrochemistry (Q4); Electronic, Optical and Magnetic Materials (Q4); Inorganic Chemistry (Q4); Materials Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
321;21101068707;"I.P. Pavlov Russian Medical Biological Herald";journal;"25002546, 02043475";0,182;Q4;8;64;175;1383;101;173;0,58;21,61;45,96;0;27;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2019-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
322;21100942816;"Shagi/ Steps";journal;"27821765, 24129410";0,181;Q2;3;63;197;1378;23;193;0,13;21,87;56,60;0;5;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2019-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
323;21100825825;"Pediatric Traumatology, Orthopaedics and Reconstructive Surgery";journal;"23093994, 24108731";0,180;Q3;8;53;139;1447;52;139;0,35;27,30;43,53;0;5;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2013-2024";"Pediatrics, Perinatology and Child Health (Q3); Surgery (Q3); Orthopedics and Sports Medicine (Q4)";"Medicine"
324;5600152989;"Sotsiologicheskiy Zhurnal";journal;"15622495, 16841581";0,179;Q3;8;37;97;960;46;96;0,44;25,95;50,00;0;12;Russian Federation;Eastern Europe;"Institut Sociologii RAN";"2017-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
325;21100967532;"Annals of HPB Surgery";journal;"19955464, 24089524";0,178;Q3;7;46;167;971;81;163;0,44;21,11;26,77;0;11;Russian Federation;Eastern Europe;"VIDAR Publishing House";"2019-2024";"Surgery (Q3); Gastroenterology (Q4); Hepatology (Q4)";"Medicine"
326;21101087787;"Photonics Russia";journal;"2686844X, 19937296";0,178;Q4;7;49;147;646;44;144;0,31;13,18;18,07;0;2;Russian Federation;Eastern Europe;"Technosphera Publishing House";"2019-2024";"Atomic and Molecular Physics, and Optics (Q4); Electronic, Optical and Magnetic Materials (Q4); Industrial and Manufacturing Engineering (Q4); Instrumentation (Q4)";"Engineering; Materials Science; Physics and Astronomy"
327;54630;"Biomeditsinskaya Khimiya";journal;"23106905, 23106972";0,177;Q4;20;38;162;1726;90;161;0,55;45,42;65,67;0;14;Russian Federation;Eastern Europe;"Rossiiskaya Akademiya Meditsinskikh Nauk";"2003-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
328;21100867680;"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom/State, Religion and Church in Russia and Worldwide";journal;"20737211, 20737203";0,177;Q2;8;58;173;2214;34;170;0,19;38,17;41,18;1;6;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2012-2023";"Religious Studies (Q2); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
329;21101062491;"Problems of Strength and Plasticity";journal;"18149146";0,177;Q4;5;41;119;1150;65;118;0,46;28,05;27,84;0;3;Russian Federation;Eastern Europe;"Lobachevsky State University of Nizhny Novgorod";"2019-2024";"Ceramics and Composites (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4); Modeling and Simulation (Q4)";"Engineering; Materials Science; Mathematics"
330;21101065898;"Russian Journal of Gastroenterology, Hepatology, Coloproctology";journal;"26586673, 13824376";0,177;Q3;14;61;162;2103;165;162;0,99;34,48;53,19;0;23;Russian Federation;Eastern Europe;"Russian Gastroenterological Association";"2019-2024";"Surgery (Q3); Gastroenterology (Q4); Hepatology (Q4); Internal Medicine (Q4)";"Medicine"
331;21100926538;"Sibirskiy Psikhologicheskiy Zhurnal";journal;"17267080, 24110809";0,177;Q4;6;39;123;1663;58;123;0,51;42,64;69,49;0;15;Russian Federation;Eastern Europe;"Tomsk State University";"2019-2024";"Psychology (miscellaneous) (Q4)";"Psychology"
332;21100861095;"Medical Radiology and Radiation Safety";journal;"10246177, 26189615";0,176;Q4;7;83;242;2035;75;240;0,30;24,52;57,82;0;31;Russian Federation;Eastern Europe;"A.I. Burnazyan Federal Medical Biophysical Center";"2018-2024";"Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
333;21100863364;"Praxema";journal;"24089176, 23127899";0,176;Q2;6;38;127;881;26;127;0,21;23,18;53,06;0;13;Russian Federation;Eastern Europe;"Tomsk State Pedagogical University";"2018-2024";"Cultural Studies (Q2); Linguistics and Language (Q2)";"Social Sciences"
334;21100980105;"Proceedings on Applied Botany, Genetics and Breeding";journal;"22278834, 26190982";0,176;Q4;6;93;243;2375;117;243;0,42;25,54;67,62;0;32;Russian Federation;Eastern Europe;"N.I. Vavilov All-Russian Institute of Plant Genetic Resources";"2017, 2019-2024";"Biochemistry (Q4); Biotechnology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Genetics (Q4); Molecular Biology (Q4); Physiology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
335;21101055860;"Science and Technologies: Oil and Oil Products Pipeline Transportation";journal;"25419595, 22212701";0,175;Q4;7;10;195;179;36;194;0,18;17,90;23,33;0;3;Russian Federation;Eastern Europe;"Pipeline Transport Institute, LLC";"2019-2023";"Civil and Structural Engineering (Q4); Ecology (Q4); Energy (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mechanics of Materials (Q4); Metals and Alloys (Q4); Safety, Risk, Reliability and Quality (Q4)";"Energy; Engineering; Environmental Science; Materials Science"
336;21100829239;"Applied Econometrics";journal;"19937601, 24106445";0,174;Q3;13;28;81;972;35;80;0,37;34,71;44,00;0;11;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2006-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance"
337;21101045746;"Lithosphere (Russian Federation)";journal;"16819004, 2500302X";0,174;Q4;6;62;150;2348;52;150;0,35;37,87;33,86;0;1;Russian Federation;Eastern Europe;"AN Zavaritsky Institute of Geology and Geochemistry";"2019-2024";"Geochemistry and Petrology (Q4); Geology (Q4); Geophysics (Q4); Stratigraphy (Q4)";"Earth and Planetary Sciences"
338;21101052925;"Russian Journal of Forensic Medicine";journal;"24118729, 24094161";0,174;Q3;7;46;116;763;27;116;0,18;16,59;36,52;0;15;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2019-2024";"Law (Q3); Anatomy (Q4); Pathology and Forensic Medicine (Q4)";"Medicine; Social Sciences"
339;21101101865;"Theory and Practice of Meat Processing";journal;"2414438X, 2414441X";0,174;Q4;8;36;100;1744;73;100;0,84;48,44;54,84;0;3;Russian Federation;Eastern Europe;"V.M. Gorbatov Federal Research Center for Food Systems of the Russian Academy of Sciences";"2019-2024";"Animal Science and Zoology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences"
340;21100978910;"Chimica Techno Acta";journal;"24111414, 24095613";0,173;Q4;8;64;160;2518;121;158;0,94;39,34;53,88;0;12;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2025";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Chemistry (Q4)";"Chemical Engineering; Chemistry; Materials Science"
341;21101082063;"Industrial Laboratory. Materials Diagnostics";journal;"10286861, 25880187";0,173;Q4;12;126;363;2727;154;359;0,44;21,64;41,29;0;11;Russian Federation;Eastern Europe;"TEST-ZL Publishing, LLC";"2001-2005, 2019-2025";"Analytical Chemistry (Q4); Applied Mathematics (Q4); Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Chemistry; Engineering; Materials Science; Mathematics"
342;21100787317;"Infektsionnye Bolezni";journal;"17299225, 24149691";0,173;Q4;11;66;213;1831;169;211;0,83;27,74;71,43;1;53;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2015-2024";"Epidemiology (Q4); Infectious Diseases (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
343;21101041554;"Messenger of Anesthesiology and Resuscitation";journal;"20785658, 25418653";0,172;Q3;8;73;198;1999;130;197;0,65;27,38;32,35;0;24;Russian Federation;Eastern Europe;"New Terra Publishing House";"2019-2024";"Anesthesiology and Pain Medicine (Q3); Emergency Medicine (Q3); Critical Care and Intensive Care Medicine (Q4)";"Medicine"
344;21101067744;"Zanry Reci";journal;"23110759, 23110740";0,172;Q2;6;43;94;810;41;94;0,42;18,84;75,93;0;3;Russian Federation;Eastern Europe;"Saratov State University";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
345;21101071950;"Antichnaya Drevnost' i Srednie Veka";journal;"26870398, 03204472";0,171;Q1;3;27;66;1006;18;66;0,28;37,26;32,14;0;2;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2024";"Classics (Q1); Archeology (arts and humanities) (Q2); History (Q2); Arts and Humanities (miscellaneous) (Q3)";"Arts and Humanities"
346;21101039613;"Epidemiologiya i Vaktsinoprofilaktika";journal;"20733046, 26190494";0,171;Q4;9;82;191;2009;144;190;0,85;24,50;69,34;0;63;Russian Federation;Eastern Europe;"Numikom LLC";"2019-2024";"Epidemiology (Q4); Infectious Diseases (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
347;21100473251;"Grudnaya i Serdechno-Sosudistaya Khirurgiya";journal;"02362791, 24108685";0,171;Q4;5;84;227;1961;42;227;0,15;23,35;31,23;0;36;Russian Federation;Eastern Europe;"Bakoulev National Medical Research Center for Cardiovascular Surgery";"1990-1993, 2019-2024";"Cardiology and Cardiovascular Medicine (Q4); Pulmonary and Respiratory Medicine (Q4); Surgery (Q4)";"Medicine"
348;21101089491;"Srednie Veka";journal;"01318780";0,171;Q2;3;31;132;632;14;129;0,12;20,39;22,22;0;0;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2019-2023";"History (Q2)";"Arts and Humanities"
349;21100815316;"Rational Pharmacotherapy in Cardiology";journal;"18196446, 22253653";0,170;Q4;15;77;336;2126;204;336;0,66;27,61;63,09;0;51;Russian Federation;Eastern Europe;"Stolichnaya Izdatelskaya Kompaniya";"2012-2024";"Cardiology and Cardiovascular Medicine (Q4); Pharmacology (medical) (Q4)";"Medicine"
350;21100904782;"Studia Litterarum";journal;"25004247, 25418564";0,170;Q1;4;72;261;1952;33;261;0,14;27,11;73,17;0;6;Russian Federation;Eastern Europe;"Russian Academy of Sciences-A.M. Gorky Institute of World Literature";"2016-2024";"Literature and Literary Theory (Q1); Cultural Studies (Q2)";"Arts and Humanities; Social Sciences"
351;19655;"Terapevticheskii Arkhiv";journal;"23095342, 00403660";0,170;Q2;24;177;686;4526;503;685;0,70;25,57;62,95;0;101;Russian Federation;Eastern Europe;"Consilium MediCum";"1949-2024";"History (Q2); Family Practice (Q3); Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4)";"Arts and Humanities; Medicine"
352;85085;"Urologiia";journal;"17282985";0,170;Q4;14;123;433;3082;176;432;0,42;25,06;35,54;1;30;Russian Federation;Eastern Europe;"Meditsina Publishers";"1999-2024";"Urology (Q4)";"Medicine"
353;21100795624;"Voprosy Detskoi Dietologii";journal;"24149519, 17275784";0,170;Q3;9;62;166;2433;134;166;1,01;39,24;81,50;0;22;Russian Federation;Eastern Europe;"Dynasty Publishing House";"2016-2024";"Pediatrics, Perinatology and Child Health (Q3); Food Science (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Medicine; Nursing"
354;21100199833;"Russian Journal of Theriology";journal;"16823559";0,169;Q4;13;19;62;968;32;62;0,54;50,95;44,44;0;2;Russian Federation;Eastern Europe;"KMK Scientific Press Ltd.";"2011-2024";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
355;15148;"Vestnik Oftalmologii";journal;"23091282, 0042465X";0,169;Q4;18;125;444;3764;315;444;0,65;30,11;64,26;0;14;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-1946, 1949-2024";"Medicine (miscellaneous) (Q4); Ophthalmology (Q4)";"Medicine"
356;21100929891;"Changing Societies and Personalities";journal;"25876104, 25878964";0,168;Q2;7;41;106;1891;40;96;0,36;46,12;65,15;0;14;Russian Federation;Eastern Europe;"Ural University Press";"2017-2024";"Cultural Studies (Q2); Sociology and Political Science (Q3); Social Psychology (Q4)";"Psychology; Social Sciences"
357;27231;"Klinichescheskaya Laboratornaya Diagnostika";journal;"08692084, 24121320";0,168;Q3;14;100;353;2853;205;353;0,64;28,53;68,77;0;46;Russian Federation;Eastern Europe;"Joint Stock Company "EKOlab"";"1993-2025";"Medical Laboratory Technology (Q3); Biochemistry (medical) (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine"
358;21101037305;"Russian Psychological Journal";journal;"18121853, 24115789";0,168;Q4;5;63;113;2734;64;113;0,67;43,40;67,68;0;17;Russian Federation;Eastern Europe;"Russian Psychological Society";"2019-2024";"Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
359;21100898768;"Vestnik Pravoslavnogo Sviato-Tikhonovskogo Gumanitarnogo Universiteta, Seria I. Bogoslovie, Filosofia, Religiovedenie";journal;"24094692, 1991640X";0,168;Q2;3;45;110;1112;17;110;0,18;24,71;21,82;0;2;Russian Federation;Eastern Europe;"St. Tikhon's Orthodox University";"2018-2024";"History (Q2); Philosophy (Q2); Religious Studies (Q2)";"Arts and Humanities"
360;21101133410;"Vestnik Urologii/Urology Herald";journal;"23086424";0,168;Q4;7;81;196;1903;91;195;0,46;23,49;21,56;0;29;Russian Federation;Eastern Europe;"Rostovskii Gosudarstvennyi Meditsinskii Universitet";"2019-2024";"Urology (Q4)";"Medicine"
361;21100323400;"Ekologiya Cheloveka (Human Ecology)";journal;"17280869";0,167;Q4;16;72;263;2328;152;262;0,60;32,33;61,05;0;32;Russian Federation;Eastern Europe;"Eco-Vector LLC";"2012-2024";"Ecology (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Environmental Science; Medicine; Social Sciences"
362;21100821112;"Russian Journal of Infection and Immunity";journal;"22207619, 23137398";0,167;Q4;14;112;327;3867;241;327;0,72;34,53;67,34;0;75;Russian Federation;Eastern Europe;"Saint Petersburg Pasteur Institute";"2017-2024";"Immunology (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4)";"Immunology and Microbiology; Medicine"
363;21101038808;"Sorbtsionnye i Khromatograficheskie Protsessy";journal;"16800613";0,166;Q4;6;103;262;2443;101;261;0,44;23,72;53,68;0;11;Russian Federation;Eastern Europe;"Voronezh State University";"2019-2024";"Analytical Chemistry (Q4); Colloid and Surface Chemistry (Q4); Physical and Theoretical Chemistry (Q4); Polymers and Plastics (Q4)";"Chemical Engineering; Chemistry; Materials Science"
364;21100212321;"Mathematical Biology and Bioinformatics";journal;"19946538";0,165;Q4;11;32;79;1311;42;79;0,48;40,97;45,21;0;10;Russian Federation;Eastern Europe;"Russian Academy of Sciences,Department of the Earth Sciences";"2012-2025";"Applied Mathematics (Q4); Biomedical Engineering (Q4)";"Engineering; Mathematics"
365;21101061920;"Research Results in Biomedicine";journal;"26586533";0,165;Q3;14;40;127;1446;96;127;0,91;36,15;63,64;0;18;Russian Federation;Eastern Europe;"Belgorod State National Research University";"2018-2024";"Obstetrics and Gynecology (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Genetics (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
366;21100415616;"Sel'skokhozyaistvennaya Biologiya";journal;"23134836, 01316397";0,164;Q4;19;82;286;4790;168;286;0,58;58,41;58,59;0;29;Russian Federation;Eastern Europe;"Russian Academy of Agricultural Sciences";"2014-2024";"Agricultural and Biological Sciences (miscellaneous) (Q4)";"Agricultural and Biological Sciences"
367;21101047934;"Slovo.ru: Baltic Accent";journal;"22255346, 26868989";0,164;Q1;6;35;100;1011;16;98;0,21;28,89;47,50;0;1;Russian Federation;Eastern Europe;"Immanuel Kant Baltic Federal University";"2019-2025";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
368;24973;"Vestnik Dermatologii i Venerologii";journal;"00424609, 23136294";0,164;Q4;6;54;153;1810;83;153;0,59;33,52;67,63;0;18;Russian Federation;Eastern Europe;"Russian Society for Dermatologists and Cosmetologists";"1950, 1957-1995, 2019-2024";"Dermatology (Q4); Infectious Diseases (Q4)";"Medicine"
369;21100850732;"Khimiya Rastitel'nogo Syr'ya";journal;"10295143, 10295151";0,163;Q4;10;152;443;5043;210;443;0,46;33,18;64,49;0;11;Russian Federation;Eastern Europe;"Altai State University";"2017-2024";"Biomaterials (Q4); Organic Chemistry (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Chemistry; Materials Science"
370;21100821149;"Profilakticheskaya Meditsina";journal;"23054948, 2309513X";0,163;Q4;14;205;569;5336;323;564;0,58;26,03;69,16;0;127;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"2016-2025";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine"
371;21100972429;"Architecture and Engineering";journal;"25000055";0,162;Q3;10;32;94;963;55;94;0,49;30,09;29,76;0;12;Russian Federation;Eastern Europe;"St. Petersburg State University of Architecture and Civil Engineering";"2019-2024";"Architecture (Q3); Building and Construction (Q4); Mechanics of Materials (Q4)";"Engineering"
372;21101016799;"Farmakoekonomika";journal;"20704933, 20704909";0,162;Q4;10;55;121;1905;100;119;0,68;34,64;63,22;0;27;Russian Federation;Eastern Europe;"IRBIS LLC";"2017-2024";"Health Policy (Q4); Pharmacology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
373;21100888252;"Perspektivy Nauki i Obrazovania";journal;"23072334";0,162;Q2;10;263;679;9542;309;679;0,49;36,28;72,32;0;137;Russian Federation;Eastern Europe;"LLC Ecological Help";"2018-2024";"Philosophy (Q2); Education (Q4)";"Arts and Humanities; Social Sciences"
374;21100792079;"Russian Electronic Journal of Radiology";journal;"22227415";0,162;Q4;10;59;259;1127;64;259;0,25;19,10;61,88;0;23;Russian Federation;Eastern Europe;"Russian Electronic Journal of Radiology";"2016-2024";"Radiology, Nuclear Medicine and Imaging (Q4)";"Medicine"
375;28071;"Aviakosmicheskaia i ekologicheskaia meditsina = Aerospace and environmental medicine";journal;"0233528X";0,161;Q4;16;74;228;1814;81;228;0,32;24,51;57,05;0;6;Russian Federation;Eastern Europe;"Slovo Ltd";"1992-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
